text,character
He was my sidekick. He had to be.,Robin
"In my experience, the way this normally goes is, we lie here for a while, make a little awkward chitchat.",Barney
Check.,Robin
"Then I make up some cabinet meeting, heart surgery, rocket test flight I've got to be at, slip out of the apartment and never call you again.",Barney
"And later at the bar, you tell your good friend Robin the story of your latest conquest, and she thinks to herself, who is this sad, self-loathing idiot who climbed into bed with Barney Stinson?",Robin
"Actually, you usually say that out loud. So...I just slept with my best friend's ex-girlfriend",Barney
And I just slept with my ex-boyfriend's really good friend.,Robin
Best friend.,Barney
"Okay, here's the deal, Barney. The second my feet touch the ground, this never happened.",Robin
"Okay. Wait. Right click, save as... Into the.bpeg folder, and okay. This never happened. It's a good plan.",Barney
Now we go back to exactly the way things were before.,Robin
"Okay. Right. So, Robin?",Barney
"Yes, Barney?",Robin
Guess who nailed the chick from metro news one last night?,Barney
"I'm gonna shower... till June, and, um, since you were never here to begin with, you won't be here when I get out.",Robin
Okay. This never happened. Never happened. Never... happened.,Barney
"So, tell us, what was it like?",Ted
What?,Barney
"Penetrating that barrier. You and I are the first ones to hit it. Well, not the first ones, certainly, but the first ones at this table.",Ted
I... I... I'm... I'm...,Barney
"Although, I'm gonna be hitting it pretty soon.",Marshall
"Yeah, you are.",Robin
"Yeah, and when I hit it, I'm going to go nuts.",Marshall
"It's gonna be all night, and I think I want a clown there. I'm a little bit scared of clowns, but for you, I'm there.",Lily
What are you talking about?!,Barney
"The big three-oh. You know, my 30th birthday's this friday. Did you forget? What kind of friend is this guy?",Ted
"Ha-ha right. A great friend, by the way. The best. Is it my imagination, or are these drinks getting smaller? If this were a doctor's office, they'd say, try again. How you doing there, Robin?",Barney
I'm good.,Robin
"Oh, so, I made a a decision. I'm going to go through all my old stuff, And I'm getting rid of anything I have no use for anymore. Hmm. Barney, you want my xbox?",Ted
"Ted, she has a name! And just what are you accusing me of?",Barney
Liking video games?,Ted
I'm gonna get a drink.,Robin
I'll come with you.,Barney
Okay.,Robin
"God, this is awkward.",Barney
What is?,Robin
Being around Ted.,Barney
Why?,Robin
Because of our thing.,Barney
What thing?,Robin
You're really gonna pretend this never happened?,Barney
What never happened? What are you guys talking about?,Ted
Nothing.,Robin
"Guys, cut the act. I know. I know about the surprise party you guys are throwing me. Marshall let it slip earlier today. Hey, I'll totally act surprised and everything. Just be sure to invite Stella.",Ted
"Stella! You have a serious girlfriend now! You're over this one. Robin who, right? Stella makes this one look like a filthy bag of gbabage, am I right? Happy birthday, bro.",Barney
Hello.,Marshall
"Hey, Marshall, I need your help.",Barney
"Yeah, I'm kind of real focused on the job hunt right now.",Marshall
I know. I want to hire you.,Barney
"For the last time, Barney, I will not be your butler.",Marshall
I need a lawyer. I'll pay you.,Barney
How much?,Marshall
A little.,Barney
I'll take it.,Marshall
"Hey. so, I'm reading this, and, I got to say, this might be a little bit over my head. For one thing, I'm fairly certain that if these contracts aren't executed precisely, we will be at w*r with Portugal.",Marshall
"Forget that. That's a Tuesday for me. New shredder. This baby'll chew up a bicycle in 17 seconds. From sky mall. It's all from sky mall. Whenever I get upset, I shop at sky mall. Want a hot dog?",Barney
Of course. Why are you upset?,Marshall
"Marshall, I'm about to tell you a secret that you can't tell anyone-- not Ted, not Robin, not Lily.",Barney
"No. no, no, no, I don't want any more secrets, especially now that I know what you guys did to the drinking water in lisbon. I...",Marshall
"You are hearing this secret, Marshall. I... I slept... ",Barney
You slept with Robin?,Marshall
Are you mad at me?,Barney
I don't know.,Marshall
How's the hot dog?,Barney
"It's helping. You slept with Robin?! I... I cannot keep that secret. I mean, you know I at least have to tell Lily.",Marshall
You can't. you can't tell anyone. Attorney-client privilege.,Barney
Why are you doing this to me?!,Marshall
"Because I need you, Marshall, as my lawyer, to prove that I didn't do anying wrong.",Barney
"How can I help you as your lawyer? You didn't break any laws, did you? Robin knows you slept with her, doesn't she?",Marshall
"I didn't break any state or federal laws, but I think I broke a much, much higher law. The Bro Code.",Barney
Bro Code article one:Bros before hoes.,Barney
"Bro Code article 89: The mom of a bro is always off limits, but the stepmom of a bro is fair game if she initiates it, and/or is wearing at least one a article of leopard print clothing.",Barney
Bro Code article 34: Bros cannot make eye contact during a devil's three-way. Two dudes.,Barney
This is not a legal docume.. This is just something you wrote.,Marshall
"You think I wrote that? Oh, Marshall, don't you know the glorious history of the Bro Code?",Barney
The year was 1776. The place: Philadelphia. Benjamin Franklin and George Washington were hangng a drink.,Barney
"But, bro, seriously, I called the dibs on that wench. You codpiece blocked me.",Benjamin
So what if I did? There's no rule against it.,George
"Well, there should be. There should be a set of rules that govern the way bros comport themselves among other bros.",Benjamin
"But who shall write such a document? I have to go to Me, D.C.,and pose for the dollar bill.",George
And I have to do some kite-flying or setething.,Benjamin
I shall write this set of rules. And I shall inscribe it on theacack of the Constitution. To save paper.,Barney
It's resolved! Barney Stinson shall write... the Bro Code.,George
And I shall l include a provision that stateth No eye contact in a devil's three-way.,Barney
Seconded.,Benjamin
Seconded.,George
"Listen, what do you want me for?",Marshall
"I've just been losing my mind lately, and do you know why I feel so bad?",Barney
"Yeah, because you slept with Robin.",Marshall
"No, that was awesome. I feel bad because the Bro Code clearly states No sex with your bro's ex. But if you, my lawyer,can find a loophole somewhere, then that bad feeling will go bye-bye.",Barney
And you would pay me for that?,Marshall
"No, I'll just be the one shredding your paperwork. Technically, you'll be paid by a toy factory in Pyongyang.",Barney
"Barney, I'm no shrink, okay, but don't you see that this is just a desperate way for you to avoid an unpleasant confrontation with Ted?",Marshall
"Hey, if I wanted a psychological evaluation, I'd hire the guy we pay to hint notize us before depositions. Now, get cracking!",Barney
"And with a little luck, in a few days, Farmer Frank's cold will be all gone. And that's why Farmer Frank's breath smells like medicine. Right, Farmer Frank?",Lily
"You got it, toots.",Frank
Any last questions for Farmer Frank? Yes.,Lily
Will we ever go to see Missy the Goat again?,Girl
"Oh! Ah, isn't that sweet! Well, you know, honey, right after this, I'm gonna drop old Missy off at the butcher shop. And they're going to take a great big kn*fe...",Frank
"Ms. Aldrin, please don't let emem eat Missy.",Girl
"I know, I know. I already called an animal rescue, and they're going to come get her on Monday.",Lily
"Monday?! Where's she going to sleep and eat and go to the bathroom?! Okay, where's she going to sleep and eat?",Ted
I-I guess I'll keep her up on the roof.,Lily
"Look, call me crazy. I just... I don't think having a goat in the apartment is a good idea.",Ted
"Hey, Ted. You ready to, um... Where'd the goat turd come from?",Robin
How'd you know that was a goat turd?,Ted
"Well, it was either that, or a musk ox turd, and I figured,what the hell would a musk ox be doing in here?",Robin
Hey. Guess what your wife brought home.,Ted
Attorney-client privilege.I can't talk about it.,Marshall
Talk about what?,Ted
"Nothing. How was your day? Oh, goat turd on the floor,I see. Is that new?",Marshall
How does everyone know that's a goat turd?,Ted
Barney told you.,Robin
"I don't know what you're talking about,madam.",Marshall
"Marshall, you can't look me in the eye, you're blushing, coughing, and your hands are shaking.",Robin
"Robin, come here!",Ted
"Ted is never finding out about this, you understand? Because it never happened, none of us are saying anything. And don't even think about opening that can until I'm out of the splash zone.",Robin
"Fantastic, you're here. Give me the good news.",Barney
I'm sorry. You did too good of a job writing this thing. It's-it's iron-clad.,Marshall
"No! Bad lawyer! I need a loophole! I want to feel better, Marshall! I can't keep buying things! I have six self-cleaning litterboxes and I don't even have a kid. Wait. How about this? Ted's probably broken this thing himself, right? And if he's broken the Bro Code, then I'm off the hook.",Barney
"I thought about that. And I gotta say, Ted has upheld this thing time and time again. For example, article 87: A bro shall at all times say yes.",Marshall
So he saved you from an avalanche?,Woman
Yes.,Ted
And he carried you six miles to safety on his broken leg?,Woman
Yes.,Ted
And you're a pre-op transsexual nightclub singer who used to be a member of the Russian mob?,Woman
Da.,Ted
Article 29 A bro will in a timely manner alert his bro to the existence of a girl fight.,Marshall
"Dude, two girls are fighting at MacLaren's.",Ted
What?!,Barney
"Yeah, yeah. It was crazy. This one girl was like... Oh, hey.",Ted
Hey.,Barney
"Article 53: A bro will, whenever possible, provide his bro with protection.",Marshall
That feels nice.,Woman
Good.,Barney
I just wish we had some wine.,Woman
"Yeah. I wish we had some wine, too.",Barney
"Damn it, Marshall. I'm not paying you to tell me what a saint Ted is! You're my lawyer! The answer is in there! Find it!",Barney
"Okay, this isn't about the Bro Code, and you know it. The reason that you're upset is because what you did was wrong. And the only way you're ever gonna feel any better about it is if you tell Ted what you did.",Marshall
What if he never wants to talk to me again?,Barney
"Well, I guess that's just a chance you're gonna have to take.",Marshall
"Hey, where are you?",Lily
"I'm in the limo, right outside of Ted's office.",Barney
"Great. Well, everyone's here. Stella just arrived and there is something here so awesome, I'm not going to tell you what it is, but you won't believe...",Lily
Goat in a party hat?,Barney
"Damn it! Well, you still gotta see it. It's so much fun having a goat at a party!",Lily
"Uh, gotta go. Here he comes.",Barney
Okay. Bye.,Lily
"Whoa, you guys went all out.",Ted
"Okay, everyone, Ted's in the limo, five-minute warning! Everyone get ready! Oh, Missy, are you excit?? Yes, you are!",Lily
"Whoa, we're leaving the city. Where the hell is this party?",Ted
Vegas.,Barney
Vegas? I thought the party was on the rooftop.,Ted
"Surprise! Just a decoy, my friend.",Barney
So there's no roof party?,Ted
"Oh, no. There is. We're just not going. This is how good a friend I am. They want you to spent your 30th standing around drinking flat beer ten feet above your living room. But not me, bro. I pulled out all the stops. Private jet, Valderrama suite at the Bellagio. Steaks at BOA, scotch at Ghostbar, then two ringside seats to watch Floyd Mayatather go ten rounds with, wait for it... a grizzly bear!",Barney
"Take me home, Barney.",Ted
"No! We have to go to Vegas. Look, Ted, I didn't want to say this, but... there's something that I have to tell you, and I wanted you to be in the best possible frame of mind before you heard it.",Barney
You slept with Robin.,Ted
You slept with Robin? Barney! That is Ted's ex-girlfriend!,Ranjit
When did you find out?,Barney
"Hey, Robin. Come here!",Ted
What's up?,Robin
"I was, uh, just going through some old stuff and I...",Ted
"Oh, crap!",Marshall
"Anyway, uh, I came across this.",Ted
From my vacacation in Vermont.,Robin
"Yeah. I don't know if you'd even want it, but if you do, it's yours.",Ted
I slept with Barney!,Robin
What?,Ted
"It was just one time, it, it was the night that Simon dumped me and I was in a really vulnerable place and I, I wanted to just pretend like it never happened, but I couldn't, and... I can't. I just, I had to tell you. And... I just hope that we can still be friends.",Robin
Of course we can still be friends.,Ted
So you're not mad?,Robin
"Well, I'm... it's a little weird, but, um... No, I'm not mad.",Ted
So you're not mad?,Barney
"No, I'm not mad. I mean, Robin and I broke up a year ago. We've, we've both dated lots of people since then. I'm with Stella now. Seriously, I...I'm fine with this.",Ted
I'm so relieved to hear you say that.,Barney
"Yeah. Yeah. Oh, hey, I just remembered, um, my mom is coming into town next month. Maybe you'd like to nail her, too!",Ted
Where are they?! I'm getting a cramp.,Marshall
"Marshall, can we keep the goat?",Lily
No.,Marshall
But she's so cute and furry and soft.,Lily
"Yeah, and she also sheds, eats out of the garbage and can't control her bobowels.",Marshall
Why don't we just call Duluth Mental Hospital and say my Uncle Linus can live with us?,Lily
"Yeah, Lily, that may seem like a good idea after a couple of drinks but tomorrow morning you're going to want this thing out of your house.",Robin
"Oh, you should talk.You slept with Barney.",Lily
Marshall!,Robin
I'm sorry! I couldn't take it anymore.,Marshall
I can't believe you did that. That's so gross. Was it amazing?,Lily
"What? I... Lily, I really don't want to talk about this.",Robin
I know but it's Barney. It's just hard not to be curious. Did he have like devices and stuff?,Lily
"Lily,come on.",Robin
Hot wax?,Lily
Stop it.,Marshall
Did he tie you to anything?,Lily
That's enough. What's wrong with you?,Marshall
I'm sorry. Is he all smooth down there?,Lily
Three billion women on the planet! Three billion! And you have to sleep with the one that I dated for a year! Are you kidding me? Are you kidding me?! Robin?!,Ted
You think I'm proud of this?! I'm horrified that this happened.,Barney
"How did it happen? Huh? Barney, I want to know. Tell me exactly how it happened.",Ted
You mean... what position? ,Barney
Hit him!,Ranjit
Ted! Stop!,Barney
Hit him!,Ranjit
Stop!,Barney
Hit him!,Ranjit
Okay. Okay. You're pissed. You deserve to be. Fine. You know what? One free sh*t. On me. Anywhere but the face. ,Barney
"You think that this is just about Robin? This is about... You know, I've seen you do some bad stuff. I mean some really terrible stuff to a lot of different people. I just always thought there had to be a limit. I always thought I was the limit. You're always spouting off these rules for bros. Isn't one of them, don't do this?",Ted
"Yeah. And I broke it. I'm sorry. But, Ted...seriously, this suite at the Bellagio...",Barney
"I am not going to Vegas with you! I'm not going to blow off my friends and my girlfriend, and spend my 30th birthday in a strip club. The fact that you think I would... You know, Barney,earlier this week I started putting things in a box and that box was labeled stuff I have no use for anymore.",Ted
What does that mean?,Barney
It means... maybe you belong in that box.,Ted
Are you saying you don't want to be bros anymore?,Barney
I'm saying I don't want to be friends anymore.,Ted
"Okay, I'm going to stop you right there, because it seems like you're about to say something that's going to pretty much ruin Vegas.",Barney
"Ranjit, stop the car. I'm getting a cab.",Ted
Surprise!,Everyone
"Now kids, the spring of 2008 was a complicated time in your old man's life.  The last time I had seen Barney was shortly after I found out he has spent the night with Robin.",Narrator
Are you saying you don't wanna be bros anymore?,Barney
I'm saying I don't wanna be friends anymore.,Ted
"It's Barney.  Dude, seriously you need to stop calling me.",Ted
"Yeah I never called you, you called me fifteen times and my parents twice.",Ted
"I'm sorry, I gotta let you go. It's just too many good wingmen out there. Ted are you crying?",Barney
No I'm not.,Ted
"Sh! Let it out, let it out.",Barney
Goodbye Barney. ,Ted
So are you two back together?,Lily
No.,Ted
I miss Barney. I haven't high five with anyone like a week. I think I might be starting to lose my fist bone careless.,Marshall
Let me ask you something Ted. Why are you so much madder at Barney than me?,Robin
Yeah! She had just as much sex with Barney as Barney had with her.,Lily
You know what? I'm not sure that's true. I think I actually prefered if you are mad at me. This is too weird.,Robin
I'm not mad at anybody. I've forgiven you. And I've outgrown Barney as a friend. It's that's simple.,Ted
I will tell you why he is not mad. Because he is so happy with Stella.,Lily
She was right.  Stella and I had been dating for two months. And things were going really well.  She had mat my friend in past for flying colors. There was just one little problem.,Narrator
"You guys haven't had sex yet!!?? When Marshall and I were two months, we were doing it 24/7.",Lily
"I know, I was in the top bunk. Also sat next to you at football games.",Ted
So what you guys waiting for?,Lily
"I think she wants to make sure we are serious first, that's why she hasn't introduced me to her daughter either. She wants to take things slow.",Ted
"Wait, so you haven't had sex since like Thanksgiving. Do you know how many big federal holidays have come and gone since then.",Marshall
"Oh baby, do you remember Martin Luther King day?",Lily
"Yeah, I do. We ode that dude big time.",Marshall
"Look, I'm crazy about this girl, if waiting is what it takes, then I'm fine with that. And totally unrelated note. Does anybody have gamma icer or a piece of bark that you are not chewing?",Ted
"Hey Barney, new sky mall come in. So worldaround blog's fear is you are looking for a new wingman. I wanna let you know, I'm available. Just the say the word, or don't even say the word. Just do something with you eyebrow. Was that it?",Randy
"No offence Randy, but there is a long list of candidats for this slot. This slot is for vice president of awesome. And you are like assistant under secretary of only ok.",Barney
"Assistant under secretary of only ok. Thank you, I will not let you down.",Randy
So uncle Barney began to search for a new wingman.,Narrator
"Pitt, Barney Stinson!",Barney
"Hey! I haven't been calling you, it has been a while.",Pitt
"Yeah. Yeah. So, listen you should meet me in McLaren's tonight.",Barney
You never gonna believe this. I'm at the hospital. Just had a baby daughter.,Pitt
So what do you think? 9:30 or 10 o'clock? ,Barney
"Starry Porten, Barney Stinson.",Barney
"What up, chef?",Starry
"I need a new bro, what do you say?",Barney
"Dude, I'do love to but now I'm bro with Duck Stan.",Starry
"Oh, I understand. Duck Stan is a good bro. I'm happy for you. Best of luck. ",Barney
Crazy Willie! Barney Stinson.,Barney
"What up B dog, long time no bro, so are we gonna tire it up tonight or what?",Willie
Yes finally!,Barney
"Here is what on the rocket tocket. My wife is gonna put the cheese out at seven, scrabble at 8:00 PM, 9 PM we watch 27 dresses, everybody's home by 11:00. Booya! ",Willie
Hello?,Willie
Hanging up on you once wasn't enough. ,Barney
"So I lanced this thing on this guy's back, and I'll be honest with you, I didn't even know what it was, and then it exploded like a volcano. Plus everywhere.",Stella
"Let's have sex. Right now, I'll lock the door.",Ted
"Oh, there is no lock on that door.",Stella
"We can do it against the door. It'll be hot! It'll be like a three-way: you, me and the door.",Ted
"Yeah, but then it's just gonna be weird between me and the door tomorrow.",Stella
I'm sorry. We're waiting. It's cool.,Ted
You've been so patient Ted. The truth is... I'm kind of nervous. I have a confession to make.,Stella
I was afraid of this. You're 14.,Ted
"No, um... it's kind of embarrassing, but it's been a while since I was intimate with anyone.",Stella
Wow. It's funny that you say that. Me too.,Ted
Really? How long it's been for you?,Stella
It's been a while.,Ted
Tell me.,Stella
Me too!,Stella
It's been five months for you too?,Ted
"Wow. Stella hasn't had sex since 2003. Let's just put this in context. The last time Stella had sex, the movie, Seabiscuit, had just galloped into the theaters... and our hearts.",Marshall
"Five years! God, if I even went one year, I would be out on the street selling it for a nickel.",Lily
"The last time Stella had sex, the world was just learning about SARS.",Marshall
"Well, Ted, what else did she said? Did she gave you any kind of explanation?",Robin
"Look, after Lucy was born, I dated a little, but it was hard to find a guy I could trust enough. Sooner or later, every one of them gave me a reason not to.",Stella
But nobody in five years?,Ted
"Look, Ted, guys regret the girls they didn't sleep with. Girls regret the guys they do sleep with. And for the past five years, I've had no regrets. Ted, you're staring at my boobs.",Stella
"In my defense, they were staring at me.",Ted
So what does this mean for you? Is she ever wanna want to get intimate?,Lily
Actually...,Ted
"But the truth is, I really do want to do this with you. I don't think I'd regret it at all.",Stella
Your pillow talk's a little rusty.,Ted
"You know what I mean Ted, I'm ready.",Stella
That's great. Like right now ready? ,Ted
"So, her sister's driving up to baby-sit Lucy, and we're getting a hotel room in the city Saturday night.",Ted
"The last time Stella had sex, The Da Vinci Code had just come out.",Marshall
Well that's doesn't seem like that long ago.,Robin
"Not the movie, the book.",Marshall
Wow.,Robin
"It's a lot of pressure, isn't it?",Ted
You know what? It's not. This woman needs it bad. Anything you do is going to be fireworks. I remember my longest drought...,Lily
It was that summer I lived in San Francisco. I hadn't had been with Marshall since two months and 19 days. ,Lily
"Oh, San Francisco!",Lily
"I don't know Lily, after five years, her expectations have gotta be pretty high.",Ted
I really gonna have to bring my A-game to satisfy this woman.,Ted
"Yeah, it'll be pretty hard now that she's dead.",Robin
Not Nell Carter... Stella.,Ted
"Dude, relax, it's all about expectations management. Do you know why I hated Jerry Maguire so much?",Marshall
Because you're dead inside?,Ted
"No, because you built it up for, like, two weeks, saying it was the greatest movie ever. With Stella, do the opposite: lower expectations.",Marshall
"Right, right, and then no matter what happens, she'll be happy.",Ted
No. ,Robin
"Hey, Randy. Could you come here for a minute?  Good news. I'm calling you up to the majors. Starting tomorrow night, how would you like to be my new wingman?",Barney
Uh... Just need to check my calendar. Be right back.  Tomorrow works.,Randy
I have a surprise appetizer for us today. Check it out. Potato skins.,Ted
Fancy?,Stella
"Yeah. Right? God, it's been forever since I had potato skins. I remember them as being pretty much the most delicious things ever.  Huh. That's surprising.",Ted
What?,Stella
"This potato skin. It's good but not nearly as good as I'd built it up to be in my head. Even though potato skin performed admirably, and is a totally respectable size... I couldn't enjoy it because of my own unrealistic expectations.",Ted
"Hmm, Ted, I see what you're doing. You're trying to lower my expectations for tonight. Is this a lengh thing?",Stella
No.,Ted
Quick on the draw?,Stella
No.,Ted
Unexpected number of testicules?,Stella
"No. It's just that this is a big deal for you. I mean, it's like your virginity: the sequel. ",Ted
Virginity 2: Eletric Boogaloo?,Stella
"Exactly, and I don't want to mess it up. I don't want you to ever wonder if was worth it.",Ted
"Oh Ted, of course it's gonna be worth it. Stop worrying. It's you and me. It already has everything it needs. ",Stella
Unexpected number of testicules?,Ted
It happens. I knew a guy in med school... we used to joke that we was one ball away from getting walked. ,Stella
Hey.,Barney
What up bro-seph Lieberman?,Randy
"No, uh-uh. Randy, we never use the word bro in the name of a failed Democratic vice presidential candidate.",Barney
Goodbye Geraldine Ferrar-bro.,Randy
"You know what? I'm excited about this, Randy. You will be my next masterpiece. It's like with Ted. When I first met him, he was an even bigger loser than you.",Barney
What a loser.,Randy
"But tonight, I'm going to make you the greatest wingman in the history of wingmen.",Barney
"Oh, it's gonna be easier than you think, bro. Yeah. I've been reading your blog for years. You are like a God to me. That's why tonight is going to be legendary... wait for it... dary.",Randy
"Oh, okay, Randy, let's do this. ",Barney
Ok.,Randy
You ready?,Barney
"Yes.  No, no, no, no, no, no!",Randy
What? What's the matter?,Barney
"Nothing, let's do this.  No, no, no, no, no, please, please, please! Just wait, just wait, just wait, just wait!",Randy
Randy what are you doing?,Barney
"Dripping with game, that's what i'm doing. Okay let's go. No. Yes. No! Randy listen to me: you can do this okay? Ok. I don't know. Are thos girls really that hot? Yes, they're hot. Let's do this. Okay!",Randy
"Hey, laddies. Have you met... ",Barney
Hey.,Ted
Hey.,Stella
"So, here's the plan. Take a horse-drawn carriage through the park, and it just so happens the Philharmonic is playing an open-air...",Ted
Ted. Five years.,Stella
Straight to the hotel?,Ted
Straight to the hotel.,Stella
I'll get my bag. ,Ted
"Hey, guys.",Stella
Hey.,Lily
"Hey. So, uh, looking forward to tonight?",Marshall
Yeah. Definitly. It's been such a long time since I've had a night out.,Stella
Yeah. We heard. I would explode if it had been that long since I had a night out.,Lily
This one wakes me up at 4am sometimes just to have a little night out.,Marshall
"Um, what are you guys talking about?",Stella
Nothing. Pizza. What are you talking about?,Lily
Hey guys.,Ted
"Ted, you told them, didn't you?",Stella
Told them what?,Ted
You told them that I haven't had sex in five years. ,Stella
You haven't had sex in five years??!! That is a shocking revelation that we're just finding out right now!,Marshall
"Stella, I'm sorry. I shouldn't have told them. But they're my best friends. I tell them everything. I-I didn't even think about it.",Ted
"Ted, that was so personal. Plus, now your friends think I'm a freak.",Stella
"No, they don't.",Ted
"Look, I realize it's weird, okay? Not many people go five years without having sex.",Stella
13 years??!!,Barney
I peaked really young.,Randy
That's why it was difficult for me to tell you. But I did tell you because I thought that I could trust you.,Stella
You can trust me.,Ted
"Obviously, I can't. You know there's always a reason not to sleep with a guy, and you just gave me yours.",Stella
"Wait, did I gave you a reason or were you looking for one?",Ted
Why would be looking for one?,Stella
"So I threw the pressure air oxygen into its mouth. I sh**t the t*nk, boo, nomore shark. Mr. Hall and I swam back to shore. Hey,let me serve you a drink.",Barney
So where were we?,Barney
Jerk!,Woman
Again? Really? Wait...,Barney
"Hey, excuse me. Did I sleep with you and then totally screw you over?",Barney
No.,Woman
What are you doing on Friday?,Barney
Stop! Amy?,Barney
Abby.,Abby
Riiiggghhhttt!!!,Barney
A rainbow! That's beautiful! What a beautiful rainbow! Another rainbow? It's beautiful!,Lily
"You're kidding me. Seriously, aren't you sick of these things?",Lily
"Hey, how was your day?",Ted
"Today, I yelled at a little girl for painting a rainbow.",Lily
A rainbow? Sounds like that bitch had it coming.,Ted
"So, uh, I just met with the contractor. and it turns out, that fixing the floors of the new apartment is going to cost a lot more than the estimate.",Marshall
But we can barely afford that to begin with.,Lily
"I hate to say this, but I think you're going to have to sell your stuff.",Marshall
"Whoa! Marshall, that's just a game we play in the bedroom.",Lily
I mean your clothes. All those designer pieces and everything.,Marshall
What? Why just my clothes?,Lily
"We can sell my stuff, too, but I got to tell you, I think your Marc Jacobs cocktail dress is going to go for a lot more than my Split Happens bowling shirt.",Marshall
Dude.,Ted
I'm not selling that. I've already made the Website.,Marshall
You made a Website?,Lily
"Yeah, it's called Lily-and-Marshall-sell- their-stuff-dot-com.",Marshall
"No, you know what would be a better name for the site? Guy-forces-his-wife- to-dress-in-a-garbage-bag- for-the-next- three-years-dot-com. That's real.",Lily
I'm worried. That woman is actually wearing a-a garbage bag.,Marshall
"Hmm, but, girlfriend, you cannot pull off a tall kitchen.",Lily
Why are you trying to ruin my life?,Barney
"Well, you slept with me and then you never called me again.",Abby
And?,Barney
That's it.,Abby
"That's it? As far as I'm concerned, if I leave you safe on dry land with adequate transportation home, you've got nothing to complain about.",Barney
"Well, it hurt, okay? And then Ted, the love of my life started dating my boss instead of me. Do you know how that feels?",Abby
"Oh, boo-hoo, poor little Ashley.",Barney
Abby!,Abby
"Abby. A few weeks ago, Ted dumped me as his wingman. You had a crush on him for a couple weeks? I was Ted's best friend for seven years.",Barney
Ted said Marshall was his best friend.,Abby
Seven years!,Barney
Sorry.,Abby
Ted. What an idiot. With his stupid meaningful relationship with Stella.,Barney
I hate Ted.,Abby
I hate Ted more.,Barney
Are you as turned on as I am?,Abby
Probably not quite as much.,Barney
I'm sorry I yelled out Ted.,Abby
I'm sorry I yelled out Abby.,Barney
I am Abby.,Abby
"Oh, cool.",Barney
This is insane. Has Lily even worn half this stuff?,Ted
"Oh, yeah, like there's nothing in your closet you've never worn?",Robin
"As a matter of fact, no, there isn't.",Ted
"Whatever, red cowboy boots.",Robin
Those are nice boots. I totally pull those off.,Ted
"Hey, Lil, if I were to say Ted could never pull them off, What would I be talking about?",Marshall
His red cowboy boots.,Robin
I totally pull them off! It's a classic Western look.,Ted
"Oh, okay, uh, today's category: classic Westerns that involve red cowboy boots. Ooh, ooh! Robin.",Marshall
"The Good, the Bad, and the Fabulous.",Robin
The Magnificent Kevin.,Lily
No Country for Straight Men.,Marshall
I don't want to sell my clothes!,Lily
"Oh, I know, sweetie. Come here. Is this a hundred percent silk?",Robin
"Lily,listen, we really need the money. I have some leads on a job, but until then, I just... I don't know what else we can do.",Marshall
I'll sell my paintings!,Lily
What?,Marshall
"Yeah, I'll sell my paintings. Good oil paintings go for like, $500.",Lily
Yeah. Totally. But...,Marshall
I love it. It's a masterpiece. That's it. We're selling the TV. I just want to come home and stare at this all day. Aw. Somebody call the cops! My wife stole an awesome painting from the museum!,Marshall
...that kind of money only goes for real paintings.,Marshall
What does that mean?,Lily
"Look, it just, it just means that-that we need money right now and I'm not sure that selling your paintings is-is how we're going to get it.",Marshall
You don't believe in me.,Lily
"No, wait, wait! Of c... of course I believe in you!",Marshall
"Marshall, I am proud of my work as an artist. My paintings are good. I bet Robin would buy one. What now?",Lily
"I love your painting, I just... I'm trying to be realistic.",Marshall
"Well, how much money do we need for the contractor to finish the job?",Lily
"About 1,500 bucks.",Marshall
"Okay. So, if I can sell three of my paintings at 500 bucks a pop, then I get to keep all my clothes.",Lily
"Babe, we need money fast.",Marshall
"Well, give me a week.",Lily
"Okay, a-a week.",Marshall
Fine.,Lily
Fine.,Marshall
Pulling... Them... Off.,Ted
I love it.,Woman
You do?,Lily
"Yeah, your top. It's gorgeous. Is that 100% silk?",Woman
It's not for sale! My clothes are not for sale!,Lily
We've been sitting here for hours and nobody's even glanced at my painting. Come on. Let's start talking it up.,Lily
Wow! I really like that painting! It's neat! The-the colors are neat. The-the shapes are neat. It's really just... neat. What?,Robin
"Observe. I think there's a dynamic quality to the brushwork that, combined with the fluid composition, creates an almost Kandinsky-like emotional resonance.",Ted
"Yes, and you can still enjoy it even if you're not a pretentious douche.",Robin
Can you clarify something for me about your critique? Are the colors neat or are they more neato burrito?,Ted
"Uh, then again, red cowboy boots.",Robin
I pull these off! (,Ted
You know what I hate most about Ted?,Abby
What?,Barney
"His stupid hair. His stupid, lame awesome hair. It's so stupid and awesome.",Abby
You know what I hate most about Ted?,Barney
What?,Abby
"How he's always like, Oh, I want to fall in love and have a relationship. I care about the people I have sex with. He's so lame.",Barney
He's so lame and awesome.,Abby
You know what he needs? He needs to see just how horrible he is when he's in a relationship.,Barney
"Yeah, and I need to show Ted that I'm over him. Are you thinking what I'm thinking?",Abby
I think so.,Barney
You're thinking of having sex with Ted?,Abby
Painting for sale! $500! Lifelong dream hanging in the balance! It's like they don't even see us.,Lily
"Yeah, we're dirt to them. What do you need money for?",Man
"Oh, I'm trying to fix the hardwood floors in my new apartment. You?",Lily
Heroin.,Man
Do you like heroin?,Lily
"Love it. In fact, if you sell that, I'm going to take your money and go buy some more heroin.",Man
"Thanks for your honesty, Crazy Sock Guy. Oh, I'm never gonna sell this...",Lily
It's not very good.,Man
"2 Oh, my God!",Man
